input,ground_truth,model_output,bleu_score,chrf_score,bertscore_f1
Vikram bought a new phone from the market.,વિક્રમ બજારમાંથી નવું ફોન ખરીદ્યું.,No text provided,0.0,0.0,0.0
Rahul became angry when the bus arrived late.,રાહુલ બસ મોડેથી આવતા ગુસ્સે થયો.,No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,મજૂરો પ્રાણી સંગ્રહાલયમાં ગયા. મજૂરો એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Karan lost her wallet. Karan became very worried.,કરણ નો પર્સ ખોવાઈ ગયો. કરણ ખૂબ ચિંતિત થઈ ગઈ.,No text provided,0.0,0.0,0.0
Arnab became angry when the bus arrived late.,અર્ણબ બસ મોડેથી આવતા ગુસ્સે થયો.,No text provided,0.0,0.0,0.0
Rahul visited the park in the evening.,રાહુલ સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Karan adopted a cat. The cat followed Karan everywhere.,કરણ એ એક બિલાડી દત્તક લીધો. તે કરણ ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
Meera bought a new book from the market.,મીરા બજારમાંથી નવું પુસ્તક ખરીદ્યું.,No text provided,0.0,0.0,0.0
Vikram lost her wallet. Vikram became very worried.,વિક્રમ નો પર્સ ખોવાઈ ગયો. વિક્રમ ખૂબ ચિંતિત થઈ ગઈ.,No text provided,0.0,0.0,0.0
Rohan bought a new bag from the market.,રોહન બજારમાંથી નવું બેગ ખરીદ્યું.,No text provided,0.0,0.0,0.0
"Karan said, 'It is raining cats and dogs outside.'","કરણ એ કહ્યું, 'બહાર ભારે વરસાદ પડી રહ્યો છે.'",No text provided,0.0,0.0,0.0
Rahul bought a new laptop from the market.,રાહુલ બજારમાંથી નવું લેપટોપ ખરીદ્યું.,No text provided,0.0,0.0,0.0
the players visited the zoo. the players enjoyed watching the animals.,ખેલાડીઓ પ્રાણી સંગ્રહાલયમાં ગયા. ખેલાડીઓ એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Pooja visited the park in the evening.,પૂજા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
"Vikram said, 'It is raining cats and dogs outside.'","વિક્રમ એ કહ્યું, 'બહાર ભારે વરસાદ પડી રહ્યો છે.'",No text provided,0.0,0.0,0.0
Kavya visited the park in the evening.,કાવ્યા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Sneha went to school. Sneha was very happy.,સ્નેહા શાળાએ ગયો. સ્નેહા ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Rohan visited the park in the evening.,રોહન સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Neha visited the park in the evening.,નેહા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Neha heard the good news and smiled with joy.,નેહા એ સારા સમાચાર સાંભળીને ખુશીથી સ્મિત કર્યું.,No text provided,0.0,0.0,0.0
Sourav could not attend the party because Sourav was not feeling well.,સૌરવ ની તબિયત સારી ન હોવાથી પાર્ટીમાં જઈ શક્યો નહીં.,No text provided,0.0,0.0,0.0
the students visited the zoo. the students enjoyed watching the animals.,વિદ્યાર્થીઓ પ્રાણી સંગ્રહાલયમાં ગયા. વિદ્યાર્થીઓ એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Rohan went to school. Rohan was very happy.,રોહન શાળાએ ગયો. રોહન ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Rohan felt scared after hearing the loud noise.,રોહન મોટો અવાજ સાંભળીને ડરી ગયો.,No text provided,0.0,0.0,0.0
Amit visited the park in the evening.,અમિત સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Vikram visited the park in the evening.,વિક્રમ સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Kavya adopted a cat. The cat followed Kavya everywhere.,કાવ્યા એ એક બિલાડી દત્તક લીધો. તે કાવ્યા ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
Pooja could not attend the party because Pooja was not feeling well.,પૂજા ની તબિયત સારી ન હોવાથી પાર્ટીમાં જઈ શક્યો નહીં.,No text provided,0.0,0.0,0.0
Priya felt scared after hearing the loud noise.,પ્રિયા મોટો અવાજ સાંભળીને ડરી ગયો.,No text provided,0.0,0.0,0.0
Ananya visited the park in the evening.,અનન્યા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Amit went to school. Amit was very happy.,અમિત શાળાએ ગયો. અમિત ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Vikram felt scared after hearing the loud noise.,વિક્રમ મોટો અવાજ સાંભળીને ડરી ગયો.,No text provided,0.0,0.0,0.0
Pooja visited the park in the evening.,પૂજા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Neha lost her wallet. Neha became very worried.,નેહા નો પર્સ ખોવાઈ ગયો. નેહા ખૂબ ચિંતિત થઈ ગઈ.,No text provided,0.0,0.0,0.0
Ananya bought a new book from the market.,અનન્યા બજારમાંથી નવું પુસ્તક ખરીદ્યું.,No text provided,0.0,0.0,0.0
the players visited the zoo. the players enjoyed watching the animals.,ખેલાડીઓ પ્રાણી સંગ્રહાલયમાં ગયા. ખેલાડીઓ એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Rohan went to school. Rohan was very happy.,રોહન શાળાએ ગયો. રોહન ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Arnab lost her wallet. Arnab became very worried.,અર્ણબ નો પર્સ ખોવાઈ ગયો. અર્ણબ ખૂબ ચિંતિત થઈ ગઈ.,No text provided,0.0,0.0,0.0
Riya adopted a dog. The dog followed Riya everywhere.,રિયા એ એક કૂતરો દત્તક લીધો. તે રિયા ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
Arnab heard the good news and smiled with joy.,અર્ણબ એ સારા સમાચાર સાંભળીને ખુશીથી સ્મિત કર્યું.,No text provided,0.0,0.0,0.0
Aditya became angry when the bus arrived late.,આદિત્ય બસ મોડેથી આવતા ગુસ્સે થયો.,No text provided,0.0,0.0,0.0
the friends visited the zoo. the friends enjoyed watching the animals.,મિત્રો પ્રાણી સંગ્રહાલયમાં ગયા. મિત્રો એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Priya went to school. Priya was very happy.,પ્રિયા શાળાએ ગયો. પ્રિયા ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Riya visited the park in the evening.,રિયા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Karan bought a new bag from the market.,કરણ બજારમાંથી નવું બેગ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Pooja bought a new book from the market.,પૂજા બજારમાંથી નવું પુસ્તક ખરીદ્યું.,No text provided,0.0,0.0,0.0
"Vikram said, 'It is raining cats and dogs outside.'","વિક્રમ એ કહ્યું, 'બહાર ભારે વરસાદ પડી રહ્યો છે.'",No text provided,0.0,0.0,0.0
Arnab bought a new wallet from the market.,અર્ણબ બજારમાંથી નવું પર્સ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Riya visited the park in the evening.,રિયા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Meera bought a new laptop from the market.,મીરા બજારમાંથી નવું લેપટોપ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Pooja visited the park in the evening.,પૂજા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Meera bought a new phone from the market.,મીરા બજારમાંથી નવું ફોન ખરીદ્યું.,No text provided,0.0,0.0,0.0
Riya visited the park in the evening.,રિયા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Meera went to school. Meera was very happy.,મીરા શાળાએ ગયો. મીરા ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Sneha went to school. Sneha was very happy.,સ્નેહા શાળાએ ગયો. સ્નેહા ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Arnab bought a new laptop from the market.,અર્ણબ બજારમાંથી નવું લેપટોપ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Aditya bought a new wallet from the market.,આદિત્ય બજારમાંથી નવું પર્સ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Riya bought a new phone from the market.,રિયા બજારમાંથી નવું ફોન ખરીદ્યું.,No text provided,0.0,0.0,0.0
Rahul felt scared after hearing the loud noise.,રાહુલ મોટો અવાજ સાંભળીને ડરી ગયો.,No text provided,0.0,0.0,0.0
Sneha adopted a cat. The cat followed Sneha everywhere.,સ્નેહા એ એક બિલાડી દત્તક લીધો. તે સ્નેહા ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
Priya adopted a horse. The horse followed Priya everywhere.,પ્રિયા એ એક ઘોડો દત્તક લીધો. તે પ્રિયા ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
the players visited the zoo. the players enjoyed watching the animals.,ખેલાડીઓ પ્રાણી સંગ્રહાલયમાં ગયા. ખેલાડીઓ એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Kavya bought a new wallet from the market.,કાવ્યા બજારમાંથી નવું પર્સ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Amit bought a new laptop from the market.,અમિત બજારમાંથી નવું લેપટોપ ખરીદ્યું.,No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,મજૂરો પ્રાણી સંગ્રહાલયમાં ગયા. મજૂરો એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
"Ananya said, 'It is raining cats and dogs outside.'","અનન્યા એ કહ્યું, 'બહાર ભારે વરસાદ પડી રહ્યો છે.'",No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,મજૂરો પ્રાણી સંગ્રહાલયમાં ગયા. મજૂરો એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Sourav heard the good news and smiled with joy.,સૌરવ એ સારા સમાચાર સાંભળીને ખુશીથી સ્મિત કર્યું.,No text provided,0.0,0.0,0.0
Sourav visited the park in the evening.,સૌરવ સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
"Pooja said, 'It is raining cats and dogs outside.'","પૂજા એ કહ્યું, 'બહાર ભારે વરસાદ પડી રહ્યો છે.'",No text provided,0.0,0.0,0.0
Rahul felt scared after hearing the loud noise.,રાહુલ મોટો અવાજ સાંભળીને ડરી ગયો.,No text provided,0.0,0.0,0.0
Priya went to school. Priya was very happy.,પ્રિયા શાળાએ ગયો. પ્રિયા ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Meera bought a new bag from the market.,મીરા બજારમાંથી નવું બેગ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Arnab bought a new wallet from the market.,અર્ણબ બજારમાંથી નવું પર્સ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Amit lost her wallet. Amit became very worried.,અમિત નો પર્સ ખોવાઈ ગયો. અમિત ખૂબ ચિંતિત થઈ ગઈ.,No text provided,0.0,0.0,0.0
Pooja adopted a horse. The horse followed Pooja everywhere.,પૂજા એ એક ઘોડો દત્તક લીધો. તે પૂજા ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
Meera heard the good news and smiled with joy.,મીરા એ સારા સમાચાર સાંભળીને ખુશીથી સ્મિત કર્યું.,No text provided,0.0,0.0,0.0
"Neha said, 'It is raining cats and dogs outside.'","નેહા એ કહ્યું, 'બહાર ભારે વરસાદ પડી રહ્યો છે.'",No text provided,0.0,0.0,0.0
Karan heard the good news and smiled with joy.,કરણ એ સારા સમાચાર સાંભળીને ખુશીથી સ્મિત કર્યું.,No text provided,0.0,0.0,0.0
Neha could not attend the party because Neha was not feeling well.,નેહા ની તબિયત સારી ન હોવાથી પાર્ટીમાં જઈ શક્યો નહીં.,No text provided,0.0,0.0,0.0
Sourav went to school. Sourav was very happy.,સૌરવ શાળાએ ગયો. સૌરવ ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Pooja went to school. Pooja was very happy.,પૂજા શાળાએ ગયો. પૂજા ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Sourav visited the park in the evening.,સૌરવ સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Neha visited the park in the evening.,નેહા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Riya bought a new bag from the market.,રિયા બજારમાંથી નવું બેગ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Arnab lost her wallet. Arnab became very worried.,અર્ણબ નો પર્સ ખોવાઈ ગયો. અર્ણબ ખૂબ ચિંતિત થઈ ગઈ.,No text provided,0.0,0.0,0.0
Arnab felt scared after hearing the loud noise.,અર્ણબ મોટો અવાજ સાંભળીને ડરી ગયો.,No text provided,0.0,0.0,0.0
Meera adopted a cat. The cat followed Meera everywhere.,મીરા એ એક બિલાડી દત્તક લીધો. તે મીરા ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
"Riya said, 'It is raining cats and dogs outside.'","રિયા એ કહ્યું, 'બહાર ભારે વરસાદ પડી રહ્યો છે.'",No text provided,0.0,0.0,0.0
Riya felt scared after hearing the loud noise.,રિયા મોટો અવાજ સાંભળીને ડરી ગયો.,No text provided,0.0,0.0,0.0
Kavya visited the park in the evening.,કાવ્યા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Pooja felt scared after hearing the loud noise.,પૂજા મોટો અવાજ સાંભળીને ડરી ગયો.,No text provided,0.0,0.0,0.0
Sourav heard the good news and smiled with joy.,સૌરવ એ સારા સમાચાર સાંભળીને ખુશીથી સ્મિત કર્યું.,No text provided,0.0,0.0,0.0
the students visited the zoo. the students enjoyed watching the animals.,વિદ્યાર્થીઓ પ્રાણી સંગ્રહાલયમાં ગયા. વિદ્યાર્થીઓ એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Vikram visited the park in the evening.,વિક્રમ સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Amit adopted a parrot. The parrot followed Amit everywhere.,અમિત એ એક પોપટ દત્તક લીધો. તે અમિત ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
Priya adopted a parrot. The parrot followed Priya everywhere.,પ્રિયા એ એક પોપટ દત્તક લીધો. તે પ્રિયા ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
Rahul lost her wallet. Rahul became very worried.,રાહુલ નો પર્સ ખોવાઈ ગયો. રાહુલ ખૂબ ચિંતિત થઈ ગઈ.,No text provided,0.0,0.0,0.0
Sneha bought a new bag from the market.,સ્નેહા બજારમાંથી નવું બેગ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Riya went to school. Riya was very happy.,રિયા શાળાએ ગયો. રિયા ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Aditya heard the good news and smiled with joy.,આદિત્ય એ સારા સમાચાર સાંભળીને ખુશીથી સ્મિત કર્યું.,No text provided,0.0,0.0,0.0
Ananya bought a new wallet from the market.,અનન્યા બજારમાંથી નવું પર્સ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Rohan visited the park in the evening.,રોહન સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Sourav bought a new wallet from the market.,સૌરવ બજારમાંથી નવું પર્સ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Karan bought a new laptop from the market.,કરણ બજારમાંથી નવું લેપટોપ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Pooja bought a new laptop from the market.,પૂજા બજારમાંથી નવું લેપટોપ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Riya visited the park in the evening.,રિયા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Pooja felt scared after hearing the loud noise.,પૂજા મોટો અવાજ સાંભળીને ડરી ગયો.,No text provided,0.0,0.0,0.0
Rahul could not attend the party because Rahul was not feeling well.,રાહુલ ની તબિયત સારી ન હોવાથી પાર્ટીમાં જઈ શક્યો નહીં.,No text provided,0.0,0.0,0.0
Karan visited the park in the evening.,કરણ સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Rahul bought a new book from the market.,રાહુલ બજારમાંથી નવું પુસ્તક ખરીદ્યું.,No text provided,0.0,0.0,0.0
Riya felt scared after hearing the loud noise.,રિયા મોટો અવાજ સાંભળીને ડરી ગયો.,No text provided,0.0,0.0,0.0
Riya bought a new bag from the market.,રિયા બજારમાંથી નવું બેગ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Rahul went to school. Rahul was very happy.,રાહુલ શાળાએ ગયો. રાહુલ ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Neha adopted a parrot. The parrot followed Neha everywhere.,નેહા એ એક પોપટ દત્તક લીધો. તે નેહા ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
Aditya bought a new phone from the market.,આદિત્ય બજારમાંથી નવું ફોન ખરીદ્યું.,No text provided,0.0,0.0,0.0
Neha bought a new laptop from the market.,નેહા બજારમાંથી નવું લેપટોપ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Vikram adopted a cat. The cat followed Vikram everywhere.,વિક્રમ એ એક બિલાડી દત્તક લીધો. તે વિક્રમ ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,મજૂરો પ્રાણી સંગ્રહાલયમાં ગયા. મજૂરો એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
the children visited the zoo. the children enjoyed watching the animals.,બાળકો પ્રાણી સંગ્રહાલયમાં ગયા. બાળકો એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Amit went to school. Amit was very happy.,અમિત શાળાએ ગયો. અમિત ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Karan bought a new wallet from the market.,કરણ બજારમાંથી નવું પર્સ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Amit visited the park in the evening.,અમિત સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Kavya visited the park in the evening.,કાવ્યા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Karan heard the good news and smiled with joy.,કરણ એ સારા સમાચાર સાંભળીને ખુશીથી સ્મિત કર્યું.,No text provided,0.0,0.0,0.0
"Riya said, 'It is raining cats and dogs outside.'","રિયા એ કહ્યું, 'બહાર ભારે વરસાદ પડી રહ્યો છે.'",No text provided,0.0,0.0,0.0
Riya could not attend the party because Riya was not feeling well.,રિયા ની તબિયત સારી ન હોવાથી પાર્ટીમાં જઈ શક્યો નહીં.,No text provided,0.0,0.0,0.0
Sourav visited the park in the evening.,સૌરવ સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Ananya visited the park in the evening.,અનન્યા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Pooja felt scared after hearing the loud noise.,પૂજા મોટો અવાજ સાંભળીને ડરી ગયો.,No text provided,0.0,0.0,0.0
the friends visited the zoo. the friends enjoyed watching the animals.,મિત્રો પ્રાણી સંગ્રહાલયમાં ગયા. મિત્રો એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Rohan visited the park in the evening.,રોહન સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Pooja adopted a rabbit. The rabbit followed Pooja everywhere.,પૂજા એ એક સસલું દત્તક લીધો. તે પૂજા ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
Vikram went to school. Vikram was very happy.,વિક્રમ શાળાએ ગયો. વિક્રમ ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Neha visited the park in the evening.,નેહા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
the children visited the zoo. the children enjoyed watching the animals.,બાળકો પ્રાણી સંગ્રહાલયમાં ગયા. બાળકો એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Ananya visited the park in the evening.,અનન્યા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Pooja went to school. Pooja was very happy.,પૂજા શાળાએ ગયો. પૂજા ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Kavya visited the park in the evening.,કાવ્યા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Amit felt scared after hearing the loud noise.,અમિત મોટો અવાજ સાંભળીને ડરી ગયો.,No text provided,0.0,0.0,0.0
Vikram lost her wallet. Vikram became very worried.,વિક્રમ નો પર્સ ખોવાઈ ગયો. વિક્રમ ખૂબ ચિંતિત થઈ ગઈ.,No text provided,0.0,0.0,0.0
Rohan bought a new phone from the market.,રોહન બજારમાંથી નવું ફોન ખરીદ્યું.,No text provided,0.0,0.0,0.0
Sneha adopted a horse. The horse followed Sneha everywhere.,સ્નેહા એ એક ઘોડો દત્તક લીધો. તે સ્નેહા ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
Priya became angry when the bus arrived late.,પ્રિયા બસ મોડેથી આવતા ગુસ્સે થયો.,No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,મજૂરો પ્રાણી સંગ્રહાલયમાં ગયા. મજૂરો એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Sourav heard the good news and smiled with joy.,સૌરવ એ સારા સમાચાર સાંભળીને ખુશીથી સ્મિત કર્યું.,No text provided,0.0,0.0,0.0
Meera went to school. Meera was very happy.,મીરા શાળાએ ગયો. મીરા ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Meera visited the park in the evening.,મીરા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
"Karan said, 'It is raining cats and dogs outside.'","કરણ એ કહ્યું, 'બહાર ભારે વરસાદ પડી રહ્યો છે.'",No text provided,0.0,0.0,0.0
the friends visited the zoo. the friends enjoyed watching the animals.,મિત્રો પ્રાણી સંગ્રહાલયમાં ગયા. મિત્રો એ પ્રાણીઓને જોઈને આનંદ લીધો.,No text provided,0.0,0.0,0.0
Rohan adopted a cat. The cat followed Rohan everywhere.,રોહન એ એક બિલાડી દત્તક લીધો. તે રોહન ના પાછળ દરેક જગ્યાએ ફરતું હતું.,No text provided,0.0,0.0,0.0
"Riya said, 'It is raining cats and dogs outside.'","રિયા એ કહ્યું, 'બહાર ભારે વરસાદ પડી રહ્યો છે.'",No text provided,0.0,0.0,0.0
Riya bought a new phone from the market.,રિયા બજારમાંથી નવું ફોન ખરીદ્યું.,No text provided,0.0,0.0,0.0
Pooja went to school. Pooja was very happy.,પૂજા શાળાએ ગયો. પૂજા ખૂબ ખુશ હતો.,No text provided,0.0,0.0,0.0
Kavya visited the park in the evening.,કાવ્યા સાંજે બગીચામાં ગયો.,No text provided,0.0,0.0,0.0
Aditya bought a new phone from the market.,આદિત્ય બજારમાંથી નવું ફોન ખરીદ્યું.,No text provided,0.0,0.0,0.0
Priya bought a new bag from the market.,પ્રિયા બજારમાંથી નવું બેગ ખરીદ્યું.,No text provided,0.0,0.0,0.0
Arnab bought a new phone from the market.,અર્ણબ બજારમાંથી નવું ફોન ખરીદ્યું.,No text provided,0.0,0.0,0.0
Rohan could not attend the party because Rohan was not feeling well.,રોહન ની તબિયત સારી ન હોવાથી પાર્ટીમાં જઈ શક્યો નહીં.,No text provided,0.0,0.0,0.0
