input,ground_truth,model_output,bleu_score,chrf_score,bertscore_f1
Kavya adopted a horse. The horse followed Kavya everywhere.,కావ్య ఒక గుర్రంను దత్తత తీసుకున్నాడు. ఆ గుర్రం కావ్య వెంటే తిరిగింది.,No text provided,0.0,0.0,0.0
Vikram went to school. Vikram was very happy.,విక్రమ్ పాఠశాలకు వెళ్లాడు. విక్రమ్ చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
Meera bought a new laptop from the market.,మీరా మార్కెట్ నుండి కొత్త ల్యాప్‌టాప్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Kavya became angry when the bus arrived late.,కావ్య బస్సు ఆలస్యంగా రావడంతో కోపంగా మారాడు.,No text provided,0.0,0.0,0.0
Rahul felt scared after hearing the loud noise.,రాహుల్ పెద్ద శబ్దం విని భయపడ్డాడు.,No text provided,0.0,0.0,0.0
Ananya visited the park in the evening.,అనన్య సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Meera went to school. Meera was very happy.,మీరా పాఠశాలకు వెళ్లాడు. మీరా చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
Kavya bought a new laptop from the market.,కావ్య మార్కెట్ నుండి కొత్త ల్యాప్‌టాప్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Sourav visited the park in the evening.,సౌరవ్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Sourav felt scared after hearing the loud noise.,సౌరవ్ పెద్ద శబ్దం విని భయపడ్డాడు.,No text provided,0.0,0.0,0.0
Meera bought a new bag from the market.,మీరా మార్కెట్ నుండి కొత్త బ్యాగ్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Kavya became angry when the bus arrived late.,కావ్య బస్సు ఆలస్యంగా రావడంతో కోపంగా మారాడు.,No text provided,0.0,0.0,0.0
Rahul visited the park in the evening.,రాహుల్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Kavya heard the good news and smiled with joy.,కావ్య మంచి వార్త విని ఆనందంగా నవ్వాడు.,No text provided,0.0,0.0,0.0
Amit adopted a horse. The horse followed Amit everywhere.,అమిత్ ఒక గుర్రంను దత్తత తీసుకున్నాడు. ఆ గుర్రం అమిత్ వెంటే తిరిగింది.,No text provided,0.0,0.0,0.0
Sneha lost her wallet. Sneha became very worried.,స్నేహా తన పర్స్‌ను పోగొట్టుకుంది. స్నేహా చాలా ఆందోళన చెందింది.,No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,కార్మికులు జంతుప్రదర్శనశాలకు వెళ్లారు. కార్మికులు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
"Sourav said, 'It is raining cats and dogs outside.'","సౌరవ్ చెప్పాడు, 'బయట భారీగా వర్షం పడుతోంది.'",No text provided,0.0,0.0,0.0
Meera bought a new bag from the market.,మీరా మార్కెట్ నుండి కొత్త బ్యాగ్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Rahul bought a new wallet from the market.,రాహుల్ మార్కెట్ నుండి కొత్త పర్స్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Amit lost her wallet. Amit became very worried.,అమిత్ తన పర్స్‌ను పోగొట్టుకుంది. అమిత్ చాలా ఆందోళన చెందింది.,No text provided,0.0,0.0,0.0
Ananya adopted a cat. The cat followed Ananya everywhere.,అనన్య ఒక పిల్లిను దత్తత తీసుకున్నాడు. ఆ పిల్లి అనన్య వెంటే తిరిగింది.,No text provided,0.0,0.0,0.0
Vikram went to school. Vikram was very happy.,విక్రమ్ పాఠశాలకు వెళ్లాడు. విక్రమ్ చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
Arnab lost her wallet. Arnab became very worried.,అర్నబ్ తన పర్స్‌ను పోగొట్టుకుంది. అర్నబ్ చాలా ఆందోళన చెందింది.,No text provided,0.0,0.0,0.0
the children visited the zoo. the children enjoyed watching the animals.,పిల్లలు జంతుప్రదర్శనశాలకు వెళ్లారు. పిల్లలు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Meera bought a new book from the market.,మీరా మార్కెట్ నుండి కొత్త పుస్తకం కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Priya visited the park in the evening.,ప్రియా సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Sourav heard the good news and smiled with joy.,సౌరవ్ మంచి వార్త విని ఆనందంగా నవ్వాడు.,No text provided,0.0,0.0,0.0
Amit could not attend the party because Amit was not feeling well.,అమిత్ ఆరోగ్యం బాగోలేక పార్టీకి హాజరు కాలేకపోయాడు.,No text provided,0.0,0.0,0.0
the students visited the zoo. the students enjoyed watching the animals.,విద్యార్థులు జంతుప్రదర్శనశాలకు వెళ్లారు. విద్యార్థులు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Priya bought a new phone from the market.,ప్రియా మార్కెట్ నుండి కొత్త ఫోన్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Rahul visited the park in the evening.,రాహుల్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Ananya bought a new bag from the market.,అనన్య మార్కెట్ నుండి కొత్త బ్యాగ్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Meera visited the park in the evening.,మీరా సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
the players visited the zoo. the players enjoyed watching the animals.,ఆటగాళ్లు జంతుప్రదర్శనశాలకు వెళ్లారు. ఆటగాళ్లు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
the children visited the zoo. the children enjoyed watching the animals.,పిల్లలు జంతుప్రదర్శనశాలకు వెళ్లారు. పిల్లలు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Aditya adopted a dog. The dog followed Aditya everywhere.,ఆదిత్య ఒక కుక్కను దత్తత తీసుకున్నాడు. ఆ కుక్క ఆదిత్య వెంటే తిరిగింది.,No text provided,0.0,0.0,0.0
Karan heard the good news and smiled with joy.,కరణ్ మంచి వార్త విని ఆనందంగా నవ్వాడు.,No text provided,0.0,0.0,0.0
Kavya could not attend the party because Kavya was not feeling well.,కావ్య ఆరోగ్యం బాగోలేక పార్టీకి హాజరు కాలేకపోయాడు.,No text provided,0.0,0.0,0.0
Sneha bought a new phone from the market.,స్నేహా మార్కెట్ నుండి కొత్త ఫోన్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Sneha became angry when the bus arrived late.,స్నేహా బస్సు ఆలస్యంగా రావడంతో కోపంగా మారాడు.,No text provided,0.0,0.0,0.0
Riya visited the park in the evening.,రియా సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Karan heard the good news and smiled with joy.,కరణ్ మంచి వార్త విని ఆనందంగా నవ్వాడు.,No text provided,0.0,0.0,0.0
Rahul visited the park in the evening.,రాహుల్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Ananya adopted a rabbit. The rabbit followed Ananya everywhere.,అనన్య ఒక కుందేలును దత్తత తీసుకున్నాడు. ఆ కుందేలు అనన్య వెంటే తిరిగింది.,No text provided,0.0,0.0,0.0
Sourav visited the park in the evening.,సౌరవ్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Vikram bought a new wallet from the market.,విక్రమ్ మార్కెట్ నుండి కొత్త పర్స్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Pooja heard the good news and smiled with joy.,పూజా మంచి వార్త విని ఆనందంగా నవ్వాడు.,No text provided,0.0,0.0,0.0
Meera visited the park in the evening.,మీరా సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Priya bought a new book from the market.,ప్రియా మార్కెట్ నుండి కొత్త పుస్తకం కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Amit visited the park in the evening.,అమిత్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Rohan felt scared after hearing the loud noise.,రోహన్ పెద్ద శబ్దం విని భయపడ్డాడు.,No text provided,0.0,0.0,0.0
Vikram became angry when the bus arrived late.,విక్రమ్ బస్సు ఆలస్యంగా రావడంతో కోపంగా మారాడు.,No text provided,0.0,0.0,0.0
Riya lost her wallet. Riya became very worried.,రియా తన పర్స్‌ను పోగొట్టుకుంది. రియా చాలా ఆందోళన చెందింది.,No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,కార్మికులు జంతుప్రదర్శనశాలకు వెళ్లారు. కార్మికులు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
"Riya said, 'It is raining cats and dogs outside.'","రియా చెప్పాడు, 'బయట భారీగా వర్షం పడుతోంది.'",No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,కార్మికులు జంతుప్రదర్శనశాలకు వెళ్లారు. కార్మికులు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Pooja could not attend the party because Pooja was not feeling well.,పూజా ఆరోగ్యం బాగోలేక పార్టీకి హాజరు కాలేకపోయాడు.,No text provided,0.0,0.0,0.0
Karan adopted a parrot. The parrot followed Karan everywhere.,కరణ్ ఒక చిలుకను దత్తత తీసుకున్నాడు. ఆ చిలుక కరణ్ వెంటే తిరిగింది.,No text provided,0.0,0.0,0.0
Priya bought a new book from the market.,ప్రియా మార్కెట్ నుండి కొత్త పుస్తకం కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Amit visited the park in the evening.,అమిత్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Amit visited the park in the evening.,అమిత్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Rohan bought a new wallet from the market.,రోహన్ మార్కెట్ నుండి కొత్త పర్స్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Sourav visited the park in the evening.,సౌరవ్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Amit bought a new wallet from the market.,అమిత్ మార్కెట్ నుండి కొత్త పర్స్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Rohan visited the park in the evening.,రోహన్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
the students visited the zoo. the students enjoyed watching the animals.,విద్యార్థులు జంతుప్రదర్శనశాలకు వెళ్లారు. విద్యార్థులు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Karan heard the good news and smiled with joy.,కరణ్ మంచి వార్త విని ఆనందంగా నవ్వాడు.,No text provided,0.0,0.0,0.0
Rohan bought a new laptop from the market.,రోహన్ మార్కెట్ నుండి కొత్త ల్యాప్‌టాప్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Kavya felt scared after hearing the loud noise.,కావ్య పెద్ద శబ్దం విని భయపడ్డాడు.,No text provided,0.0,0.0,0.0
Ananya became angry when the bus arrived late.,అనన్య బస్సు ఆలస్యంగా రావడంతో కోపంగా మారాడు.,No text provided,0.0,0.0,0.0
Rohan bought a new phone from the market.,రోహన్ మార్కెట్ నుండి కొత్త ఫోన్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Arnab visited the park in the evening.,అర్నబ్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Kavya bought a new phone from the market.,కావ్య మార్కెట్ నుండి కొత్త ఫోన్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Vikram adopted a horse. The horse followed Vikram everywhere.,విక్రమ్ ఒక గుర్రంను దత్తత తీసుకున్నాడు. ఆ గుర్రం విక్రమ్ వెంటే తిరిగింది.,No text provided,0.0,0.0,0.0
Rahul went to school. Rahul was very happy.,రాహుల్ పాఠశాలకు వెళ్లాడు. రాహుల్ చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
the children visited the zoo. the children enjoyed watching the animals.,పిల్లలు జంతుప్రదర్శనశాలకు వెళ్లారు. పిల్లలు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Arnab became angry when the bus arrived late.,అర్నబ్ బస్సు ఆలస్యంగా రావడంతో కోపంగా మారాడు.,No text provided,0.0,0.0,0.0
Arnab visited the park in the evening.,అర్నబ్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Rohan adopted a dog. The dog followed Rohan everywhere.,రోహన్ ఒక కుక్కను దత్తత తీసుకున్నాడు. ఆ కుక్క రోహన్ వెంటే తిరిగింది.,No text provided,0.0,0.0,0.0
Rahul went to school. Rahul was very happy.,రాహుల్ పాఠశాలకు వెళ్లాడు. రాహుల్ చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
Ananya went to school. Ananya was very happy.,అనన్య పాఠశాలకు వెళ్లాడు. అనన్య చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
Meera bought a new book from the market.,మీరా మార్కెట్ నుండి కొత్త పుస్తకం కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Ananya visited the park in the evening.,అనన్య సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Rohan bought a new bag from the market.,రోహన్ మార్కెట్ నుండి కొత్త బ్యాగ్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
the friends visited the zoo. the friends enjoyed watching the animals.,స్నేహితులు జంతుప్రదర్శనశాలకు వెళ్లారు. స్నేహితులు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Neha lost her wallet. Neha became very worried.,నేహా తన పర్స్‌ను పోగొట్టుకుంది. నేహా చాలా ఆందోళన చెందింది.,No text provided,0.0,0.0,0.0
Rohan visited the park in the evening.,రోహన్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Karan lost her wallet. Karan became very worried.,కరణ్ తన పర్స్‌ను పోగొట్టుకుంది. కరణ్ చాలా ఆందోళన చెందింది.,No text provided,0.0,0.0,0.0
Ananya became angry when the bus arrived late.,అనన్య బస్సు ఆలస్యంగా రావడంతో కోపంగా మారాడు.,No text provided,0.0,0.0,0.0
Rohan bought a new book from the market.,రోహన్ మార్కెట్ నుండి కొత్త పుస్తకం కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Ananya could not attend the party because Ananya was not feeling well.,అనన్య ఆరోగ్యం బాగోలేక పార్టీకి హాజరు కాలేకపోయాడు.,No text provided,0.0,0.0,0.0
Neha heard the good news and smiled with joy.,నేహా మంచి వార్త విని ఆనందంగా నవ్వాడు.,No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,కార్మికులు జంతుప్రదర్శనశాలకు వెళ్లారు. కార్మికులు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Pooja felt scared after hearing the loud noise.,పూజా పెద్ద శబ్దం విని భయపడ్డాడు.,No text provided,0.0,0.0,0.0
Priya adopted a cat. The cat followed Priya everywhere.,ప్రియా ఒక పిల్లిను దత్తత తీసుకున్నాడు. ఆ పిల్లి ప్రియా వెంటే తిరిగింది.,No text provided,0.0,0.0,0.0
Sneha visited the park in the evening.,స్నేహా సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Priya went to school. Priya was very happy.,ప్రియా పాఠశాలకు వెళ్లాడు. ప్రియా చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
Vikram visited the park in the evening.,విక్రమ్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Neha bought a new laptop from the market.,నేహా మార్కెట్ నుండి కొత్త ల్యాప్‌టాప్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
the players visited the zoo. the players enjoyed watching the animals.,ఆటగాళ్లు జంతుప్రదర్శనశాలకు వెళ్లారు. ఆటగాళ్లు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Rohan went to school. Rohan was very happy.,రోహన్ పాఠశాలకు వెళ్లాడు. రోహన్ చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
Rohan adopted a parrot. The parrot followed Rohan everywhere.,రోహన్ ఒక చిలుకను దత్తత తీసుకున్నాడు. ఆ చిలుక రోహన్ వెంటే తిరిగింది.,No text provided,0.0,0.0,0.0
Kavya heard the good news and smiled with joy.,కావ్య మంచి వార్త విని ఆనందంగా నవ్వాడు.,No text provided,0.0,0.0,0.0
Neha went to school. Neha was very happy.,నేహా పాఠశాలకు వెళ్లాడు. నేహా చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
Amit bought a new laptop from the market.,అమిత్ మార్కెట్ నుండి కొత్త ల్యాప్‌టాప్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Pooja went to school. Pooja was very happy.,పూజా పాఠశాలకు వెళ్లాడు. పూజా చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
Rohan visited the park in the evening.,రోహన్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Ananya bought a new laptop from the market.,అనన్య మార్కెట్ నుండి కొత్త ల్యాప్‌టాప్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Rahul became angry when the bus arrived late.,రాహుల్ బస్సు ఆలస్యంగా రావడంతో కోపంగా మారాడు.,No text provided,0.0,0.0,0.0
Neha bought a new bag from the market.,నేహా మార్కెట్ నుండి కొత్త బ్యాగ్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
"Priya said, 'It is raining cats and dogs outside.'","ప్రియా చెప్పాడు, 'బయట భారీగా వర్షం పడుతోంది.'",No text provided,0.0,0.0,0.0
Rohan visited the park in the evening.,రోహన్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Kavya went to school. Kavya was very happy.,కావ్య పాఠశాలకు వెళ్లాడు. కావ్య చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
Kavya bought a new phone from the market.,కావ్య మార్కెట్ నుండి కొత్త ఫోన్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Pooja heard the good news and smiled with joy.,పూజా మంచి వార్త విని ఆనందంగా నవ్వాడు.,No text provided,0.0,0.0,0.0
Neha bought a new laptop from the market.,నేహా మార్కెట్ నుండి కొత్త ల్యాప్‌టాప్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
"Amit said, 'It is raining cats and dogs outside.'","అమిత్ చెప్పాడు, 'బయట భారీగా వర్షం పడుతోంది.'",No text provided,0.0,0.0,0.0
Amit became angry when the bus arrived late.,అమిత్ బస్సు ఆలస్యంగా రావడంతో కోపంగా మారాడు.,No text provided,0.0,0.0,0.0
the students visited the zoo. the students enjoyed watching the animals.,విద్యార్థులు జంతుప్రదర్శనశాలకు వెళ్లారు. విద్యార్థులు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Sourav lost her wallet. Sourav became very worried.,సౌరవ్ తన పర్స్‌ను పోగొట్టుకుంది. సౌరవ్ చాలా ఆందోళన చెందింది.,No text provided,0.0,0.0,0.0
Amit went to school. Amit was very happy.,అమిత్ పాఠశాలకు వెళ్లాడు. అమిత్ చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
Rohan bought a new phone from the market.,రోహన్ మార్కెట్ నుండి కొత్త ఫోన్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Meera bought a new laptop from the market.,మీరా మార్కెట్ నుండి కొత్త ల్యాప్‌టాప్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Amit went to school. Amit was very happy.,అమిత్ పాఠశాలకు వెళ్లాడు. అమిత్ చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,కార్మికులు జంతుప్రదర్శనశాలకు వెళ్లారు. కార్మికులు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Rahul bought a new book from the market.,రాహుల్ మార్కెట్ నుండి కొత్త పుస్తకం కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Ananya bought a new laptop from the market.,అనన్య మార్కెట్ నుండి కొత్త ల్యాప్‌టాప్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Priya bought a new bag from the market.,ప్రియా మార్కెట్ నుండి కొత్త బ్యాగ్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Riya became angry when the bus arrived late.,రియా బస్సు ఆలస్యంగా రావడంతో కోపంగా మారాడు.,No text provided,0.0,0.0,0.0
Sneha bought a new bag from the market.,స్నేహా మార్కెట్ నుండి కొత్త బ్యాగ్ కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
Neha went to school. Neha was very happy.,నేహా పాఠశాలకు వెళ్లాడు. నేహా చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,కార్మికులు జంతుప్రదర్శనశాలకు వెళ్లారు. కార్మికులు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Meera visited the park in the evening.,మీరా సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Rohan felt scared after hearing the loud noise.,రోహన్ పెద్ద శబ్దం విని భయపడ్డాడు.,No text provided,0.0,0.0,0.0
Meera could not attend the party because Meera was not feeling well.,మీరా ఆరోగ్యం బాగోలేక పార్టీకి హాజరు కాలేకపోయాడు.,No text provided,0.0,0.0,0.0
Neha became angry when the bus arrived late.,నేహా బస్సు ఆలస్యంగా రావడంతో కోపంగా మారాడు.,No text provided,0.0,0.0,0.0
Arnab heard the good news and smiled with joy.,అర్నబ్ మంచి వార్త విని ఆనందంగా నవ్వాడు.,No text provided,0.0,0.0,0.0
Karan visited the park in the evening.,కరణ్ సాయంత్రం పార్క్‌కి వెళ్లాడు.,No text provided,0.0,0.0,0.0
Arnab went to school. Arnab was very happy.,అర్నబ్ పాఠశాలకు వెళ్లాడు. అర్నబ్ చాలా సంతోషంగా ఉన్నాడు.,No text provided,0.0,0.0,0.0
Rohan heard the good news and smiled with joy.,రోహన్ మంచి వార్త విని ఆనందంగా నవ్వాడు.,No text provided,0.0,0.0,0.0
Aditya could not attend the party because Aditya was not feeling well.,ఆదిత్య ఆరోగ్యం బాగోలేక పార్టీకి హాజరు కాలేకపోయాడు.,No text provided,0.0,0.0,0.0
"Vikram said, 'It is raining cats and dogs outside.'","విక్రమ్ చెప్పాడు, 'బయట భారీగా వర్షం పడుతోంది.'",No text provided,0.0,0.0,0.0
the players visited the zoo. the players enjoyed watching the animals.,ఆటగాళ్లు జంతుప్రదర్శనశాలకు వెళ్లారు. ఆటగాళ్లు జంతువులను చూసి ఆనందించారు.,No text provided,0.0,0.0,0.0
Neha bought a new book from the market.,నేహా మార్కెట్ నుండి కొత్త పుస్తకం కొనుగోలు చేశాడు.,No text provided,0.0,0.0,0.0
"Arnab said, 'It is raining cats and dogs outside.'","అర్నబ్ చెప్పాడు, 'బయట భారీగా వర్షం పడుతోంది.'",No text provided,0.0,0.0,0.0
