input,ground_truth,model_output,bleu_score,chrf_score,bertscore_f1
Meera bought a new wallet from the market.,ਮੀਰਾ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਬਟੂਆ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Priya bought a new phone from the market.,ਪ੍ਰਿਆ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਫੋਨ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Meera visited the park in the evening.,ਮੀਰਾ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Sneha heard the good news and smiled with joy.,ਸਨੇਹਾ ਨੇ ਚੰਗੀ ਖ਼ਬਰ ਸੁਣ ਕੇ ਖੁਸ਼ੀ ਨਾਲ ਮੁਸਕੁਰਾਇਆ।,No text provided,0.0,0.0,0.0
Pooja bought a new book from the market.,ਪੂਜਾ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਕਿਤਾਬ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Pooja bought a new phone from the market.,ਪੂਜਾ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਫੋਨ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Priya became angry when the bus arrived late.,ਪ੍ਰਿਆ ਬੱਸ ਦੇ ਦੇਰ ਨਾਲ ਆਉਣ ਕਾਰਨ ਗੁੱਸੇ ਹੋ ਗਿਆ।,No text provided,0.0,0.0,0.0
Rohan lost her wallet. Rohan became very worried.,ਰੋਹਨ ਦਾ ਬਟੂਆ ਗੁੰਮ ਹੋ ਗਿਆ। ਰੋਹਨ ਬਹੁਤ ਚਿੰਤਤ ਹੋ ਗਈ।,No text provided,0.0,0.0,0.0
Pooja bought a new wallet from the market.,ਪੂਜਾ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਬਟੂਆ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Ananya bought a new book from the market.,ਅਨਨਿਆ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਕਿਤਾਬ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Rahul visited the park in the evening.,ਰਾਹੁਲ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Vikram bought a new phone from the market.,ਵਿਕਰਮ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਫੋਨ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Pooja bought a new wallet from the market.,ਪੂਜਾ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਬਟੂਆ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Aditya felt scared after hearing the loud noise.,ਆਦਿਤਿਆ ਉੱਚੀ ਆਵਾਜ਼ ਸੁਣ ਕੇ ਡਰ ਗਿਆ।,No text provided,0.0,0.0,0.0
Neha heard the good news and smiled with joy.,ਨੇਹਾ ਨੇ ਚੰਗੀ ਖ਼ਬਰ ਸੁਣ ਕੇ ਖੁਸ਼ੀ ਨਾਲ ਮੁਸਕੁਰਾਇਆ।,No text provided,0.0,0.0,0.0
Ananya lost her wallet. Ananya became very worried.,ਅਨਨਿਆ ਦਾ ਬਟੂਆ ਗੁੰਮ ਹੋ ਗਿਆ। ਅਨਨਿਆ ਬਹੁਤ ਚਿੰਤਤ ਹੋ ਗਈ।,No text provided,0.0,0.0,0.0
Arnab visited the park in the evening.,ਅਰਨਬ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Sourav lost her wallet. Sourav became very worried.,ਸੌਰਵ ਦਾ ਬਟੂਆ ਗੁੰਮ ਹੋ ਗਿਆ। ਸੌਰਵ ਬਹੁਤ ਚਿੰਤਤ ਹੋ ਗਈ।,No text provided,0.0,0.0,0.0
Sneha bought a new laptop from the market.,ਸਨੇਹਾ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਲੈਪਟਾਪ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Kavya felt scared after hearing the loud noise.,ਕਾਵਿਆ ਉੱਚੀ ਆਵਾਜ਼ ਸੁਣ ਕੇ ਡਰ ਗਿਆ।,No text provided,0.0,0.0,0.0
Rahul visited the park in the evening.,ਰਾਹੁਲ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Rohan bought a new wallet from the market.,ਰੋਹਨ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਬਟੂਆ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Pooja lost her wallet. Pooja became very worried.,ਪੂਜਾ ਦਾ ਬਟੂਆ ਗੁੰਮ ਹੋ ਗਿਆ। ਪੂਜਾ ਬਹੁਤ ਚਿੰਤਤ ਹੋ ਗਈ।,No text provided,0.0,0.0,0.0
Aditya visited the park in the evening.,ਆਦਿਤਿਆ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Rahul bought a new laptop from the market.,ਰਾਹੁਲ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਲੈਪਟਾਪ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Rohan visited the park in the evening.,ਰੋਹਨ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
the players visited the zoo. the players enjoyed watching the animals.,ਖਿਡਾਰੀ ਚਿੜੀਆਘਰ ਗਏ। ਖਿਡਾਰੀ ਨੇ ਜਾਨਵਰਾਂ ਨੂੰ ਦੇਖ ਕੇ ਆਨੰਦ ਲਿਆ।,No text provided,0.0,0.0,0.0
the players visited the zoo. the players enjoyed watching the animals.,ਖਿਡਾਰੀ ਚਿੜੀਆਘਰ ਗਏ। ਖਿਡਾਰੀ ਨੇ ਜਾਨਵਰਾਂ ਨੂੰ ਦੇਖ ਕੇ ਆਨੰਦ ਲਿਆ।,No text provided,0.0,0.0,0.0
Neha visited the park in the evening.,ਨੇਹਾ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Ananya visited the park in the evening.,ਅਨਨਿਆ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Kavya lost her wallet. Kavya became very worried.,ਕਾਵਿਆ ਦਾ ਬਟੂਆ ਗੁੰਮ ਹੋ ਗਿਆ। ਕਾਵਿਆ ਬਹੁਤ ਚਿੰਤਤ ਹੋ ਗਈ।,No text provided,0.0,0.0,0.0
Rohan went to school. Rohan was very happy.,ਰੋਹਨ ਸਕੂਲ ਗਿਆ। ਰੋਹਨ ਬਹੁਤ ਖੁਸ਼ ਸੀ।,No text provided,0.0,0.0,0.0
Rohan bought a new wallet from the market.,ਰੋਹਨ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਬਟੂਆ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Arnab lost her wallet. Arnab became very worried.,ਅਰਨਬ ਦਾ ਬਟੂਆ ਗੁੰਮ ਹੋ ਗਿਆ। ਅਰਨਬ ਬਹੁਤ ਚਿੰਤਤ ਹੋ ਗਈ।,No text provided,0.0,0.0,0.0
Amit bought a new bag from the market.,ਅਮਿਤ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਥੈਲਾ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Sneha visited the park in the evening.,ਸਨੇਹਾ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Ananya became angry when the bus arrived late.,ਅਨਨਿਆ ਬੱਸ ਦੇ ਦੇਰ ਨਾਲ ਆਉਣ ਕਾਰਨ ਗੁੱਸੇ ਹੋ ਗਿਆ।,No text provided,0.0,0.0,0.0
Riya heard the good news and smiled with joy.,ਰਿਆ ਨੇ ਚੰਗੀ ਖ਼ਬਰ ਸੁਣ ਕੇ ਖੁਸ਼ੀ ਨਾਲ ਮੁਸਕੁਰਾਇਆ।,No text provided,0.0,0.0,0.0
Kavya could not attend the party because Kavya was not feeling well.,ਕਾਵਿਆ ਦੀ ਤਬੀਅਤ ਠੀਕ ਨਾ ਹੋਣ ਕਾਰਨ ਉਹ ਪਾਰਟੀ ਵਿੱਚ ਨਹੀਂ ਆ ਸਕਿਆ।,No text provided,0.0,0.0,0.0
Pooja lost her wallet. Pooja became very worried.,ਪੂਜਾ ਦਾ ਬਟੂਆ ਗੁੰਮ ਹੋ ਗਿਆ। ਪੂਜਾ ਬਹੁਤ ਚਿੰਤਤ ਹੋ ਗਈ।,No text provided,0.0,0.0,0.0
Ananya visited the park in the evening.,ਅਨਨਿਆ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Ananya adopted a parrot. The parrot followed Ananya everywhere.,ਅਨਨਿਆ ਨੇ ਇੱਕ ਤੋਤਾ ਗੋਦ ਲਿਆ। ਉਹ ਅਨਨਿਆ ਦੇ ਪਿੱਛੇ ਹਰ ਜਗ੍ਹਾ ਗਿਆ।,No text provided,0.0,0.0,0.0
the players visited the zoo. the players enjoyed watching the animals.,ਖਿਡਾਰੀ ਚਿੜੀਆਘਰ ਗਏ। ਖਿਡਾਰੀ ਨੇ ਜਾਨਵਰਾਂ ਨੂੰ ਦੇਖ ਕੇ ਆਨੰਦ ਲਿਆ।,No text provided,0.0,0.0,0.0
Arnab visited the park in the evening.,ਅਰਨਬ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Kavya bought a new phone from the market.,ਕਾਵਿਆ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਫੋਨ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Karan visited the park in the evening.,ਕਰਨ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Arnab adopted a dog. The dog followed Arnab everywhere.,ਅਰਨਬ ਨੇ ਇੱਕ ਕੁੱਤਾ ਗੋਦ ਲਿਆ। ਉਹ ਅਰਨਬ ਦੇ ਪਿੱਛੇ ਹਰ ਜਗ੍ਹਾ ਗਿਆ।,No text provided,0.0,0.0,0.0
Sourav went to school. Sourav was very happy.,ਸੌਰਵ ਸਕੂਲ ਗਿਆ। ਸੌਰਵ ਬਹੁਤ ਖੁਸ਼ ਸੀ।,No text provided,0.0,0.0,0.0
Rohan became angry when the bus arrived late.,ਰੋਹਨ ਬੱਸ ਦੇ ਦੇਰ ਨਾਲ ਆਉਣ ਕਾਰਨ ਗੁੱਸੇ ਹੋ ਗਿਆ।,No text provided,0.0,0.0,0.0
the players visited the zoo. the players enjoyed watching the animals.,ਖਿਡਾਰੀ ਚਿੜੀਆਘਰ ਗਏ। ਖਿਡਾਰੀ ਨੇ ਜਾਨਵਰਾਂ ਨੂੰ ਦੇਖ ਕੇ ਆਨੰਦ ਲਿਆ।,No text provided,0.0,0.0,0.0
Meera adopted a horse. The horse followed Meera everywhere.,ਮੀਰਾ ਨੇ ਇੱਕ ਘੋੜਾ ਗੋਦ ਲਿਆ। ਉਹ ਮੀਰਾ ਦੇ ਪਿੱਛੇ ਹਰ ਜਗ੍ਹਾ ਗਿਆ।,No text provided,0.0,0.0,0.0
Sourav visited the park in the evening.,ਸੌਰਵ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Rahul bought a new book from the market.,ਰਾਹੁਲ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਕਿਤਾਬ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Rahul bought a new phone from the market.,ਰਾਹੁਲ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਫੋਨ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Rahul felt scared after hearing the loud noise.,ਰਾਹੁਲ ਉੱਚੀ ਆਵਾਜ਼ ਸੁਣ ਕੇ ਡਰ ਗਿਆ।,No text provided,0.0,0.0,0.0
Vikram visited the park in the evening.,ਵਿਕਰਮ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,ਮਜ਼ਦੂਰ ਚਿੜੀਆਘਰ ਗਏ। ਮਜ਼ਦੂਰ ਨੇ ਜਾਨਵਰਾਂ ਨੂੰ ਦੇਖ ਕੇ ਆਨੰਦ ਲਿਆ।,No text provided,0.0,0.0,0.0
"Karan said, 'It is raining cats and dogs outside.'","ਕਰਨ ਨੇ ਕਿਹਾ, 'ਬਾਹਰ ਬਹੁਤ ਤੇਜ਼ ਮੀਂਹ ਪੈ ਰਿਹਾ ਹੈ।'",No text provided,0.0,0.0,0.0
Rahul felt scared after hearing the loud noise.,ਰਾਹੁਲ ਉੱਚੀ ਆਵਾਜ਼ ਸੁਣ ਕੇ ਡਰ ਗਿਆ।,No text provided,0.0,0.0,0.0
"Riya said, 'It is raining cats and dogs outside.'","ਰਿਆ ਨੇ ਕਿਹਾ, 'ਬਾਹਰ ਬਹੁਤ ਤੇਜ਼ ਮੀਂਹ ਪੈ ਰਿਹਾ ਹੈ।'",No text provided,0.0,0.0,0.0
Neha visited the park in the evening.,ਨੇਹਾ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Rahul adopted a horse. The horse followed Rahul everywhere.,ਰਾਹੁਲ ਨੇ ਇੱਕ ਘੋੜਾ ਗੋਦ ਲਿਆ। ਉਹ ਰਾਹੁਲ ਦੇ ਪਿੱਛੇ ਹਰ ਜਗ੍ਹਾ ਗਿਆ।,No text provided,0.0,0.0,0.0
Sneha became angry when the bus arrived late.,ਸਨੇਹਾ ਬੱਸ ਦੇ ਦੇਰ ਨਾਲ ਆਉਣ ਕਾਰਨ ਗੁੱਸੇ ਹੋ ਗਿਆ।,No text provided,0.0,0.0,0.0
Vikram felt scared after hearing the loud noise.,ਵਿਕਰਮ ਉੱਚੀ ਆਵਾਜ਼ ਸੁਣ ਕੇ ਡਰ ਗਿਆ।,No text provided,0.0,0.0,0.0
Meera bought a new laptop from the market.,ਮੀਰਾ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਲੈਪਟਾਪ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Meera heard the good news and smiled with joy.,ਮੀਰਾ ਨੇ ਚੰਗੀ ਖ਼ਬਰ ਸੁਣ ਕੇ ਖੁਸ਼ੀ ਨਾਲ ਮੁਸਕੁਰਾਇਆ।,No text provided,0.0,0.0,0.0
Arnab visited the park in the evening.,ਅਰਨਬ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Aditya went to school. Aditya was very happy.,ਆਦਿਤਿਆ ਸਕੂਲ ਗਿਆ। ਆਦਿਤਿਆ ਬਹੁਤ ਖੁਸ਼ ਸੀ।,No text provided,0.0,0.0,0.0
Rahul bought a new phone from the market.,ਰਾਹੁਲ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਫੋਨ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Vikram bought a new wallet from the market.,ਵਿਕਰਮ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਬਟੂਆ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Priya visited the park in the evening.,ਪ੍ਰਿਆ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
the students visited the zoo. the students enjoyed watching the animals.,ਵਿਦਿਆਰਥੀ ਚਿੜੀਆਘਰ ਗਏ। ਵਿਦਿਆਰਥੀ ਨੇ ਜਾਨਵਰਾਂ ਨੂੰ ਦੇਖ ਕੇ ਆਨੰਦ ਲਿਆ।,No text provided,0.0,0.0,0.0
"Arnab said, 'It is raining cats and dogs outside.'","ਅਰਨਬ ਨੇ ਕਿਹਾ, 'ਬਾਹਰ ਬਹੁਤ ਤੇਜ਼ ਮੀਂਹ ਪੈ ਰਿਹਾ ਹੈ।'",No text provided,0.0,0.0,0.0
Kavya adopted a horse. The horse followed Kavya everywhere.,ਕਾਵਿਆ ਨੇ ਇੱਕ ਘੋੜਾ ਗੋਦ ਲਿਆ। ਉਹ ਕਾਵਿਆ ਦੇ ਪਿੱਛੇ ਹਰ ਜਗ੍ਹਾ ਗਿਆ।,No text provided,0.0,0.0,0.0
Sourav could not attend the party because Sourav was not feeling well.,ਸੌਰਵ ਦੀ ਤਬੀਅਤ ਠੀਕ ਨਾ ਹੋਣ ਕਾਰਨ ਉਹ ਪਾਰਟੀ ਵਿੱਚ ਨਹੀਂ ਆ ਸਕਿਆ।,No text provided,0.0,0.0,0.0
Ananya heard the good news and smiled with joy.,ਅਨਨਿਆ ਨੇ ਚੰਗੀ ਖ਼ਬਰ ਸੁਣ ਕੇ ਖੁਸ਼ੀ ਨਾਲ ਮੁਸਕੁਰਾਇਆ।,No text provided,0.0,0.0,0.0
Riya visited the park in the evening.,ਰਿਆ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Vikram bought a new bag from the market.,ਵਿਕਰਮ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਥੈਲਾ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Pooja bought a new phone from the market.,ਪੂਜਾ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਫੋਨ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Pooja lost her wallet. Pooja became very worried.,ਪੂਜਾ ਦਾ ਬਟੂਆ ਗੁੰਮ ਹੋ ਗਿਆ। ਪੂਜਾ ਬਹੁਤ ਚਿੰਤਤ ਹੋ ਗਈ।,No text provided,0.0,0.0,0.0
Karan adopted a parrot. The parrot followed Karan everywhere.,ਕਰਨ ਨੇ ਇੱਕ ਤੋਤਾ ਗੋਦ ਲਿਆ। ਉਹ ਕਰਨ ਦੇ ਪਿੱਛੇ ਹਰ ਜਗ੍ਹਾ ਗਿਆ।,No text provided,0.0,0.0,0.0
Rohan visited the park in the evening.,ਰੋਹਨ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Arnab went to school. Arnab was very happy.,ਅਰਨਬ ਸਕੂਲ ਗਿਆ। ਅਰਨਬ ਬਹੁਤ ਖੁਸ਼ ਸੀ।,No text provided,0.0,0.0,0.0
Rahul bought a new laptop from the market.,ਰਾਹੁਲ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਲੈਪਟਾਪ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Amit bought a new laptop from the market.,ਅਮਿਤ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਲੈਪਟਾਪ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Sneha visited the park in the evening.,ਸਨੇਹਾ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Karan bought a new book from the market.,ਕਰਨ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਕਿਤਾਬ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Ananya lost her wallet. Ananya became very worried.,ਅਨਨਿਆ ਦਾ ਬਟੂਆ ਗੁੰਮ ਹੋ ਗਿਆ। ਅਨਨਿਆ ਬਹੁਤ ਚਿੰਤਤ ਹੋ ਗਈ।,No text provided,0.0,0.0,0.0
Amit heard the good news and smiled with joy.,ਅਮਿਤ ਨੇ ਚੰਗੀ ਖ਼ਬਰ ਸੁਣ ਕੇ ਖੁਸ਼ੀ ਨਾਲ ਮੁਸਕੁਰਾਇਆ।,No text provided,0.0,0.0,0.0
Karan visited the park in the evening.,ਕਰਨ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Sneha visited the park in the evening.,ਸਨੇਹਾ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
Pooja bought a new phone from the market.,ਪੂਜਾ ਨੇ ਬਾਜ਼ਾਰ ਤੋਂ ਨਵਾਂ ਫੋਨ ਖਰੀਦਿਆ।,No text provided,0.0,0.0,0.0
Karan visited the park in the evening.,ਕਰਨ ਸ਼ਾਮ ਨੂੰ ਪਾਰਕ ਗਿਆ।,No text provided,0.0,0.0,0.0
