input,ground_truth,model_output,bleu_score,chrf_score,bertscore_f1
Rohan bought a new phone from the market.,ರೋಹನ್ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಫೋನ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
the friends visited the zoo. the friends enjoyed watching the animals.,ಸ್ನೇಹಿತರು ಪ್ರಾಣಿ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು. ಸ್ನೇಹಿತರು ಪ್ರಾಣಿಗಳನ್ನು ನೋಡಿ ಸಂತೋಷಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Rahul heard the good news and smiled with joy.,ರಾಹುಲ್ ಒಳ್ಳೆಯ ಸುದ್ದಿಯನ್ನು ಕೇಳಿ ಸಂತೋಷದಿಂದ ನಕ್ಕರು.,No text provided,0.0,0.0,0.0
Sourav heard the good news and smiled with joy.,ಸೌರವ್ ಒಳ್ಳೆಯ ಸುದ್ದಿಯನ್ನು ಕೇಳಿ ಸಂತೋಷದಿಂದ ನಕ್ಕರು.,No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,ಕಾರ್ಮಿಕರು ಪ್ರಾಣಿ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು. ಕಾರ್ಮಿಕರು ಪ್ರಾಣಿಗಳನ್ನು ನೋಡಿ ಸಂತೋಷಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Sneha felt scared after hearing the loud noise.,ಸ್ನೇಹಾ ದೊಡ್ಡ ಶಬ್ದವನ್ನು ಕೇಳಿ ಭಯಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Neha heard the good news and smiled with joy.,ನೇಹಾ ಒಳ್ಳೆಯ ಸುದ್ದಿಯನ್ನು ಕೇಳಿ ಸಂತೋಷದಿಂದ ನಕ್ಕರು.,No text provided,0.0,0.0,0.0
the students visited the zoo. the students enjoyed watching the animals.,ವಿದ್ಯಾರ್ಥಿಗಳು ಪ್ರಾಣಿ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು. ವಿದ್ಯಾರ್ಥಿಗಳು ಪ್ರಾಣಿಗಳನ್ನು ನೋಡಿ ಸಂತೋಷಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Ananya felt scared after hearing the loud noise.,ಅನನ್ಯಾ ದೊಡ್ಡ ಶಬ್ದವನ್ನು ಕೇಳಿ ಭಯಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Vikram visited the park in the evening.,ವಿಕ್ರಮ್ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
"Vikram said, 'It is raining cats and dogs outside.'","ವಿಕ್ರಮ್ ಹೇಳಿದರು, 'ಹೊರಗೆ ಭಾರೀ ಮಳೆ ಬರುತ್ತಿದೆ.'",No text provided,0.0,0.0,0.0
Meera went to school. Meera was very happy.,ಮೀರಾ ಶಾಲೆಗೆ ಹೋದರು. ಮೀರಾ ತುಂಬಾ ಸಂತೋಷವಾಗಿದ್ದರು.,No text provided,0.0,0.0,0.0
Rahul adopted a parrot. The parrot followed Rahul everywhere.,ರಾಹುಲ್ ಒಂದು ಗಿಳಿವನ್ನು ದತ್ತು ಪಡೆದರು. ಆ ಗಿಳಿ ರಾಹುಲ್ ಅವರನ್ನು ಎಲ್ಲೆಡೆ ಹಿಂಬಾಲಿಸಿತು.,No text provided,0.0,0.0,0.0
Ananya visited the park in the evening.,ಅನನ್ಯಾ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Vikram bought a new wallet from the market.,ವಿಕ್ರಮ್ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಪರ್ಸ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Aditya bought a new phone from the market.,ಆದಿತ್ಯ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಫೋನ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Aditya visited the park in the evening.,ಆದಿತ್ಯ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Sneha bought a new phone from the market.,ಸ್ನೇಹಾ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಫೋನ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
the friends visited the zoo. the friends enjoyed watching the animals.,ಸ್ನೇಹಿತರು ಪ್ರಾಣಿ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು. ಸ್ನೇಹಿತರು ಪ್ರಾಣಿಗಳನ್ನು ನೋಡಿ ಸಂತೋಷಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Karan lost her wallet. Karan became very worried.,ಕರಣ್ ತನ್ನ ಪರ್ಸ್ ಕಳೆದುಕೊಂಡರು. ಕರಣ್ ತುಂಬಾ ಚಿಂತಿತರಾದರು.,No text provided,0.0,0.0,0.0
Amit bought a new phone from the market.,ಅಮಿತ್ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಫೋನ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Karan lost her wallet. Karan became very worried.,ಕರಣ್ ತನ್ನ ಪರ್ಸ್ ಕಳೆದುಕೊಂಡರು. ಕರಣ್ ತುಂಬಾ ಚಿಂತಿತರಾದರು.,No text provided,0.0,0.0,0.0
"Neha said, 'It is raining cats and dogs outside.'","ನೇಹಾ ಹೇಳಿದರು, 'ಹೊರಗೆ ಭಾರೀ ಮಳೆ ಬರುತ್ತಿದೆ.'",No text provided,0.0,0.0,0.0
Kavya visited the park in the evening.,ಕಾವ್ಯಾ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Priya became angry when the bus arrived late.,ಪ್ರಿಯಾ ಬಸ್ ತಡವಾಗಿ ಬಂದ ಕಾರಣ ಕೋಪಗೊಂಡರು.,No text provided,0.0,0.0,0.0
Priya bought a new laptop from the market.,ಪ್ರಿಯಾ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಲ್ಯಾಪ್‌ಟಾಪ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Aditya visited the park in the evening.,ಆದಿತ್ಯ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Ananya felt scared after hearing the loud noise.,ಅನನ್ಯಾ ದೊಡ್ಡ ಶಬ್ದವನ್ನು ಕೇಳಿ ಭಯಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Pooja visited the park in the evening.,ಪೂಜಾ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Karan heard the good news and smiled with joy.,ಕರಣ್ ಒಳ್ಳೆಯ ಸುದ್ದಿಯನ್ನು ಕೇಳಿ ಸಂತೋಷದಿಂದ ನಕ್ಕರು.,No text provided,0.0,0.0,0.0
Aditya visited the park in the evening.,ಆದಿತ್ಯ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Karan bought a new bag from the market.,ಕರಣ್ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಚೀಲ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Ananya bought a new bag from the market.,ಅನನ್ಯಾ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಚೀಲ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Aditya visited the park in the evening.,ಆದಿತ್ಯ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Arnab visited the park in the evening.,ಅರ್ಣಬ್ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Sneha bought a new bag from the market.,ಸ್ನೇಹಾ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಚೀಲ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Vikram heard the good news and smiled with joy.,ವಿಕ್ರಮ್ ಒಳ್ಳೆಯ ಸುದ್ದಿಯನ್ನು ಕೇಳಿ ಸಂತೋಷದಿಂದ ನಕ್ಕರು.,No text provided,0.0,0.0,0.0
"Sneha said, 'It is raining cats and dogs outside.'","ಸ್ನೇಹಾ ಹೇಳಿದರು, 'ಹೊರಗೆ ಭಾರೀ ಮಳೆ ಬರುತ್ತಿದೆ.'",No text provided,0.0,0.0,0.0
Ananya bought a new book from the market.,ಅನನ್ಯಾ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಪುಸ್ತಕ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Kavya visited the park in the evening.,ಕಾವ್ಯಾ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Sourav felt scared after hearing the loud noise.,ಸೌರವ್ ದೊಡ್ಡ ಶಬ್ದವನ್ನು ಕೇಳಿ ಭಯಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Meera lost her wallet. Meera became very worried.,ಮೀರಾ ತನ್ನ ಪರ್ಸ್ ಕಳೆದುಕೊಂಡರು. ಮೀರಾ ತುಂಬಾ ಚಿಂತಿತರಾದರು.,No text provided,0.0,0.0,0.0
Meera went to school. Meera was very happy.,ಮೀರಾ ಶಾಲೆಗೆ ಹೋದರು. ಮೀರಾ ತುಂಬಾ ಸಂತೋಷವಾಗಿದ್ದರು.,No text provided,0.0,0.0,0.0
Neha lost her wallet. Neha became very worried.,ನೇಹಾ ತನ್ನ ಪರ್ಸ್ ಕಳೆದುಕೊಂಡರು. ನೇಹಾ ತುಂಬಾ ಚಿಂತಿತರಾದರು.,No text provided,0.0,0.0,0.0
Arnab bought a new wallet from the market.,ಅರ್ಣಬ್ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಪರ್ಸ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Arnab visited the park in the evening.,ಅರ್ಣಬ್ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Meera lost her wallet. Meera became very worried.,ಮೀರಾ ತನ್ನ ಪರ್ಸ್ ಕಳೆದುಕೊಂಡರು. ಮೀರಾ ತುಂಬಾ ಚಿಂತಿತರಾದರು.,No text provided,0.0,0.0,0.0
Karan went to school. Karan was very happy.,ಕರಣ್ ಶಾಲೆಗೆ ಹೋದರು. ಕರಣ್ ತುಂಬಾ ಸಂತೋಷವಾಗಿದ್ದರು.,No text provided,0.0,0.0,0.0
Priya visited the park in the evening.,ಪ್ರಿಯಾ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Sneha adopted a dog. The dog followed Sneha everywhere.,ಸ್ನೇಹಾ ಒಂದು ನಾಯಿವನ್ನು ದತ್ತು ಪಡೆದರು. ಆ ನಾಯಿ ಸ್ನೇಹಾ ಅವರನ್ನು ಎಲ್ಲೆಡೆ ಹಿಂಬಾಲಿಸಿತು.,No text provided,0.0,0.0,0.0
Arnab bought a new phone from the market.,ಅರ್ಣಬ್ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಫೋನ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Ananya bought a new bag from the market.,ಅನನ್ಯಾ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಚೀಲ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Vikram bought a new wallet from the market.,ವಿಕ್ರಮ್ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಪರ್ಸ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Amit went to school. Amit was very happy.,ಅಮಿತ್ ಶಾಲೆಗೆ ಹೋದರು. ಅಮಿತ್ ತುಂಬಾ ಸಂತೋಷವಾಗಿದ್ದರು.,No text provided,0.0,0.0,0.0
Arnab visited the park in the evening.,ಅರ್ಣಬ್ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Karan became angry when the bus arrived late.,ಕರಣ್ ಬಸ್ ತಡವಾಗಿ ಬಂದ ಕಾರಣ ಕೋಪಗೊಂಡರು.,No text provided,0.0,0.0,0.0
"Amit said, 'It is raining cats and dogs outside.'","ಅಮಿತ್ ಹೇಳಿದರು, 'ಹೊರಗೆ ಭಾರೀ ಮಳೆ ಬರುತ್ತಿದೆ.'",No text provided,0.0,0.0,0.0
Sourav visited the park in the evening.,ಸೌರವ್ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Karan lost her wallet. Karan became very worried.,ಕರಣ್ ತನ್ನ ಪರ್ಸ್ ಕಳೆದುಕೊಂಡರು. ಕರಣ್ ತುಂಬಾ ಚಿಂತಿತರಾದರು.,No text provided,0.0,0.0,0.0
Arnab visited the park in the evening.,ಅರ್ಣಬ್ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Kavya lost her wallet. Kavya became very worried.,ಕಾವ್ಯಾ ತನ್ನ ಪರ್ಸ್ ಕಳೆದುಕೊಂಡರು. ಕಾವ್ಯಾ ತುಂಬಾ ಚಿಂತಿತರಾದರು.,No text provided,0.0,0.0,0.0
Rahul went to school. Rahul was very happy.,ರಾಹುಲ್ ಶಾಲೆಗೆ ಹೋದರು. ರಾಹುಲ್ ತುಂಬಾ ಸಂತೋಷವಾಗಿದ್ದರು.,No text provided,0.0,0.0,0.0
Kavya bought a new bag from the market.,ಕಾವ್ಯಾ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಚೀಲ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
the players visited the zoo. the players enjoyed watching the animals.,ಆಟಗಾರರು ಪ್ರಾಣಿ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು. ಆಟಗಾರರು ಪ್ರಾಣಿಗಳನ್ನು ನೋಡಿ ಸಂತೋಷಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Kavya could not attend the party because Kavya was not feeling well.,ಕಾವ್ಯಾ ಆರೋಗ್ಯ ಸರಿಯಾಗಿರದ ಕಾರಣ ಪಾರ್ಟಿಗೆ ಹೋಗಲಿಲ್ಲ.,No text provided,0.0,0.0,0.0
Pooja lost her wallet. Pooja became very worried.,ಪೂಜಾ ತನ್ನ ಪರ್ಸ್ ಕಳೆದುಕೊಂಡರು. ಪೂಜಾ ತುಂಬಾ ಚಿಂತಿತರಾದರು.,No text provided,0.0,0.0,0.0
Sneha visited the park in the evening.,ಸ್ನೇಹಾ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Aditya visited the park in the evening.,ಆದಿತ್ಯ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Kavya bought a new phone from the market.,ಕಾವ್ಯಾ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಫೋನ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Arnab heard the good news and smiled with joy.,ಅರ್ಣಬ್ ಒಳ್ಳೆಯ ಸುದ್ದಿಯನ್ನು ಕೇಳಿ ಸಂತೋಷದಿಂದ ನಕ್ಕರು.,No text provided,0.0,0.0,0.0
Arnab heard the good news and smiled with joy.,ಅರ್ಣಬ್ ಒಳ್ಳೆಯ ಸುದ್ದಿಯನ್ನು ಕೇಳಿ ಸಂತೋಷದಿಂದ ನಕ್ಕರು.,No text provided,0.0,0.0,0.0
Pooja bought a new book from the market.,ಪೂಜಾ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಪುಸ್ತಕ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Rohan felt scared after hearing the loud noise.,ರೋಹನ್ ದೊಡ್ಡ ಶಬ್ದವನ್ನು ಕೇಳಿ ಭಯಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Karan could not attend the party because Karan was not feeling well.,ಕರಣ್ ಆರೋಗ್ಯ ಸರಿಯಾಗಿರದ ಕಾರಣ ಪಾರ್ಟಿಗೆ ಹೋಗಲಿಲ್ಲ.,No text provided,0.0,0.0,0.0
Kavya visited the park in the evening.,ಕಾವ್ಯಾ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
the workers visited the zoo. the workers enjoyed watching the animals.,ಕಾರ್ಮಿಕರು ಪ್ರಾಣಿ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು. ಕಾರ್ಮಿಕರು ಪ್ರಾಣಿಗಳನ್ನು ನೋಡಿ ಸಂತೋಷಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Sourav heard the good news and smiled with joy.,ಸೌರವ್ ಒಳ್ಳೆಯ ಸುದ್ದಿಯನ್ನು ಕೇಳಿ ಸಂತೋಷದಿಂದ ನಕ್ಕರು.,No text provided,0.0,0.0,0.0
Sourav visited the park in the evening.,ಸೌರವ್ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Pooja bought a new book from the market.,ಪೂಜಾ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಪುಸ್ತಕ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Kavya became angry when the bus arrived late.,ಕಾವ್ಯಾ ಬಸ್ ತಡವಾಗಿ ಬಂದ ಕಾರಣ ಕೋಪಗೊಂಡರು.,No text provided,0.0,0.0,0.0
Aditya visited the park in the evening.,ಆದಿತ್ಯ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Rohan went to school. Rohan was very happy.,ರೋಹನ್ ಶಾಲೆಗೆ ಹೋದರು. ರೋಹನ್ ತುಂಬಾ ಸಂತೋಷವಾಗಿದ್ದರು.,No text provided,0.0,0.0,0.0
Rohan lost her wallet. Rohan became very worried.,ರೋಹನ್ ತನ್ನ ಪರ್ಸ್ ಕಳೆದುಕೊಂಡರು. ರೋಹನ್ ತುಂಬಾ ಚಿಂತಿತರಾದರು.,No text provided,0.0,0.0,0.0
Rahul bought a new bag from the market.,ರಾಹುಲ್ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಚೀಲ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Pooja lost her wallet. Pooja became very worried.,ಪೂಜಾ ತನ್ನ ಪರ್ಸ್ ಕಳೆದುಕೊಂಡರು. ಪೂಜಾ ತುಂಬಾ ಚಿಂತಿತರಾದರು.,No text provided,0.0,0.0,0.0
Rahul bought a new book from the market.,ರಾಹುಲ್ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಪುಸ್ತಕ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Ananya could not attend the party because Ananya was not feeling well.,ಅನನ್ಯಾ ಆರೋಗ್ಯ ಸರಿಯಾಗಿರದ ಕಾರಣ ಪಾರ್ಟಿಗೆ ಹೋಗಲಿಲ್ಲ.,No text provided,0.0,0.0,0.0
Rahul lost her wallet. Rahul became very worried.,ರಾಹುಲ್ ತನ್ನ ಪರ್ಸ್ ಕಳೆದುಕೊಂಡರು. ರಾಹುಲ್ ತುಂಬಾ ಚಿಂತಿತರಾದರು.,No text provided,0.0,0.0,0.0
Aditya became angry when the bus arrived late.,ಆದಿತ್ಯ ಬಸ್ ತಡವಾಗಿ ಬಂದ ಕಾರಣ ಕೋಪಗೊಂಡರು.,No text provided,0.0,0.0,0.0
Karan visited the park in the evening.,ಕರಣ್ ಸಂಜೆ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು.,No text provided,0.0,0.0,0.0
Priya bought a new book from the market.,ಪ್ರಿಯಾ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಪುಸ್ತಕ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
"Amit said, 'It is raining cats and dogs outside.'","ಅಮಿತ್ ಹೇಳಿದರು, 'ಹೊರಗೆ ಭಾರೀ ಮಳೆ ಬರುತ್ತಿದೆ.'",No text provided,0.0,0.0,0.0
Aditya adopted a horse. The horse followed Aditya everywhere.,ಆದಿತ್ಯ ಒಂದು ಕುದುರೆವನ್ನು ದತ್ತು ಪಡೆದರು. ಆ ಕುದುರೆ ಆದಿತ್ಯ ಅವರನ್ನು ಎಲ್ಲೆಡೆ ಹಿಂಬಾಲಿಸಿತು.,No text provided,0.0,0.0,0.0
the children visited the zoo. the children enjoyed watching the animals.,ಮಕ್ಕಳು ಪ್ರಾಣಿ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು. ಮಕ್ಕಳು ಪ್ರಾಣಿಗಳನ್ನು ನೋಡಿ ಸಂತೋಷಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Riya adopted a rabbit. The rabbit followed Riya everywhere.,ರಿಯಾ ಒಂದು ಮೊಲವನ್ನು ದತ್ತು ಪಡೆದರು. ಆ ಮೊಲ ರಿಯಾ ಅವರನ್ನು ಎಲ್ಲೆಡೆ ಹಿಂಬಾಲಿಸಿತು.,No text provided,0.0,0.0,0.0
Neha could not attend the party because Neha was not feeling well.,ನೇಹಾ ಆರೋಗ್ಯ ಸರಿಯಾಗಿರದ ಕಾರಣ ಪಾರ್ಟಿಗೆ ಹೋಗಲಿಲ್ಲ.,No text provided,0.0,0.0,0.0
the students visited the zoo. the students enjoyed watching the animals.,ವಿದ್ಯಾರ್ಥಿಗಳು ಪ್ರಾಣಿ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋದರು. ವಿದ್ಯಾರ್ಥಿಗಳು ಪ್ರಾಣಿಗಳನ್ನು ನೋಡಿ ಸಂತೋಷಪಟ್ಟರು.,No text provided,0.0,0.0,0.0
Arnab bought a new wallet from the market.,ಅರ್ಣಬ್ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಪರ್ಸ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Karan heard the good news and smiled with joy.,ಕರಣ್ ಒಳ್ಳೆಯ ಸುದ್ದಿಯನ್ನು ಕೇಳಿ ಸಂತೋಷದಿಂದ ನಕ್ಕರು.,No text provided,0.0,0.0,0.0
"Vikram said, 'It is raining cats and dogs outside.'","ವಿಕ್ರಮ್ ಹೇಳಿದರು, 'ಹೊರಗೆ ಭಾರೀ ಮಳೆ ಬರುತ್ತಿದೆ.'",No text provided,0.0,0.0,0.0
Karan bought a new book from the market.,ಕರಣ್ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಪುಸ್ತಕ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Rohan could not attend the party because Rohan was not feeling well.,ರೋಹನ್ ಆರೋಗ್ಯ ಸರಿಯಾಗಿರದ ಕಾರಣ ಪಾರ್ಟಿಗೆ ಹೋಗಲಿಲ್ಲ.,No text provided,0.0,0.0,0.0
Sourav became angry when the bus arrived late.,ಸೌರವ್ ಬಸ್ ತಡವಾಗಿ ಬಂದ ಕಾರಣ ಕೋಪಗೊಂಡರು.,No text provided,0.0,0.0,0.0
Rohan bought a new wallet from the market.,ರೋಹನ್ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಪರ್ಸ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Aditya bought a new bag from the market.,ಆದಿತ್ಯ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಚೀಲ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Neha bought a new phone from the market.,ನೇಹಾ ಮಾರುಕಟ್ಟೆಯಿಂದ ಹೊಸ ಫೋನ್ ಖರೀದಿಸಿದರು.,No text provided,0.0,0.0,0.0
Sneha became angry when the bus arrived late.,ಸ್ನೇಹಾ ಬಸ್ ತಡವಾಗಿ ಬಂದ ಕಾರಣ ಕೋಪಗೊಂಡರು.,No text provided,0.0,0.0,0.0
